City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Takoradi,GH,4.8845,-1.7554,79.39,87,10,6.49,clear sky
351,Todos Santos,MX,23.45,-110.2167,75.79,76,64,3.47,broken clouds
352,Grindavik,IS,63.8424,-22.4338,41.47,87,75,18.41,broken clouds
353,Lokoja,NG,7.8024,6.743,77.36,67,58,2.8,broken clouds
354,Balkanabat,TM,39.5108,54.3671,50.43,59,0,8.21,clear sky
355,Dudinka,RU,69.4058,86.1778,-9.76,79,68,11.1,broken clouds
356,Koungou,YT,-12.7336,45.2042,78.51,78,75,4.61,broken clouds
357,San Luis,AR,-33.295,-66.3356,76.28,36,84,4.81,broken clouds
358,Kaseda,JP,31.4167,130.3167,61.84,89,100,24.72,light rain
359,Broome,US,42.2506,-75.833,43.47,75,90,1.99,overcast clouds
360,Turukhansk,RU,65.8167,87.9833,-0.45,91,100,18.75,overcast clouds
361,Yumbe,UG,3.4651,31.2469,66.07,73,80,1.28,broken clouds
362,La Ronge,CA,55.1001,-105.2842,12.45,79,90,8.05,light shower snow
363,Rio Formoso,BR,-8.6636,-35.1586,82.36,84,55,5.21,broken clouds
364,Berezovka,BY,53.7214,25.4993,36.05,91,100,4.92,overcast clouds
365,Zabol,AF,32.25,67.25,35.33,46,0,2.82,clear sky
366,Broken Hill,AU,-31.95,141.4333,75.36,41,80,15.32,broken clouds
367,Aklavik,CA,68.2191,-135.0107,-13.97,98,100,8.25,overcast clouds
368,Matagami,CA,49.7502,-77.6328,32.11,100,90,17.27,light snow
369,Ternate,ID,0.8,127.4,84.72,72,100,4.94,overcast clouds
370,Cookeville,US,36.1628,-85.5016,53.82,98,90,1.01,mist
371,Peniche,PT,39.3558,-9.3811,58.62,84,6,8.61,clear sky
372,Trebisacce,IT,39.8708,16.5312,55.81,75,100,3.87,overcast clouds
373,Gaziantep,TR,37.0594,37.3825,40.93,93,20,0.0,mist
374,Bac Lieu,VN,9.285,105.7244,82.99,81,71,16.44,broken clouds
375,Sooke,CA,48.3746,-123.7276,44.53,92,94,11.5,overcast clouds
376,San Cristobal,VE,7.7669,-72.225,69.98,94,95,1.5,overcast clouds
377,Brae,GB,60.3964,-1.353,46.31,92,100,25.48,overcast clouds
378,Haines Junction,CA,60.7522,-137.5108,-2.25,71,100,4.61,light snow
379,Limbe,CM,4.0242,9.2149,78.66,81,96,0.72,overcast clouds
380,Tabuk,PH,17.4189,121.4443,82.54,76,40,1.77,scattered clouds
381,Inhambane,MZ,-23.865,35.3833,73.53,74,100,7.36,overcast clouds
382,Sungaipenuh,ID,-2.0833,101.3833,75.27,64,86,2.68,overcast clouds
383,Collie,AU,-33.3667,116.15,59.99,67,100,9.31,overcast clouds
384,Flinders,AU,-34.5833,150.8552,70.81,59,97,10.85,overcast clouds
385,Arlit,NE,18.7369,7.3853,72.36,23,1,2.24,clear sky
386,Saint George,US,37.1041,-113.5841,56.25,31,1,5.01,clear sky
387,Kango,GA,0.1943,10.0951,73.85,98,78,1.05,broken clouds
388,Serro,BR,-18.6047,-43.3794,65.05,99,100,2.73,overcast clouds
389,Tigil,RU,57.8,158.6667,22.69,82,78,7.58,broken clouds
390,Sokoni,TZ,-6.4333,39.55,79.97,69,54,6.73,broken clouds
391,Aripuana,BR,-9.1667,-60.6333,73.92,98,42,1.7,moderate rain
392,Dhidhdhoo,MV,6.8833,73.1,81.18,70,100,12.24,overcast clouds
393,Wau,SS,7.7029,27.9953,73.72,36,84,4.59,broken clouds
394,Ewa Beach,US,21.3156,-158.0072,85.95,47,1,9.22,clear sky
395,Honolulu,US,21.3069,-157.8583,85.82,54,20,1.99,few clouds
396,Lorengau,PG,-2.0226,147.2712,83.59,75,48,5.48,scattered clouds
397,Concepcion Del Oro,MX,24.6333,-101.4167,59.95,37,87,3.65,overcast clouds
398,Port Lincoln,AU,-34.7333,135.8667,65.1,64,97,11.61,overcast clouds
399,Rio Grande,BR,-32.035,-52.0986,69.51,71,0,9.13,clear sky
400,Port Hedland,AU,-20.3167,118.5667,86.05,45,100,13.8,overcast clouds
401,Richards Bay,ZA,-28.783,32.0377,69.06,88,100,12.33,overcast clouds
402,Ponta Do Sol,PT,32.6667,-17.1,70.0,81,16,4.85,few clouds
403,Constantine,DZ,36.365,6.6147,49.41,81,40,5.75,scattered clouds
404,Masty,BY,53.4122,24.5387,36.23,92,100,5.19,overcast clouds
405,Muros,ES,42.7762,-9.0603,52.23,84,35,16.33,scattered clouds
406,Wasilla,US,61.5814,-149.4394,5.76,76,1,0.0,clear sky
407,Amudat,UG,1.95,34.95,68.67,59,49,5.55,scattered clouds
408,Bani,DO,18.2833,-70.3333,75.04,77,79,8.21,broken clouds
409,Dawei,MM,14.0833,98.2,83.77,71,44,3.13,light rain
410,Salalah,OM,17.0151,54.0924,71.69,60,0,5.75,clear sky
411,Gravdal,NO,68.1214,13.5031,33.73,78,100,2.17,light rain
412,Vyartsilya,RU,62.1764,30.693,23.67,70,15,10.8,few clouds
413,Morococha,PE,-11.5997,-76.1411,39.45,86,74,2.89,broken clouds
414,Vardo,NO,70.3705,31.1107,27.88,57,100,18.7,snow
415,San Policarpo,PH,12.1791,125.5072,85.01,72,100,7.78,overcast clouds
416,Westport,US,41.1415,-73.3579,53.98,93,90,1.01,overcast clouds
417,Fukue,JP,32.6881,128.8419,55.76,76,75,19.57,heavy intensity rain
418,Uruacu,BR,-14.5247,-49.1408,73.2,86,100,0.65,overcast clouds
419,Sandakan,MY,5.8402,118.1179,85.68,79,20,4.61,few clouds
420,Tagab,AF,34.855,69.6492,46.98,19,0,7.94,clear sky
421,Coos Bay,US,43.3665,-124.2179,48.99,91,1,8.05,clear sky
422,Vanimo,PG,-2.6741,141.3028,87.17,62,46,3.96,scattered clouds
423,Magdagachi,RU,53.45,125.8,11.84,37,100,7.31,overcast clouds
424,Saurimo,AO,-9.6608,20.3916,63.95,96,96,2.64,light rain
425,Ibra,OM,22.6906,58.5334,65.66,20,16,6.26,few clouds
426,Ulaanbaatar,MN,47.9077,106.8832,-7.47,77,9,0.0,clear sky
427,Dicabisagan,PH,17.0818,122.4157,84.18,73,23,1.86,few clouds
428,Cerritos,US,33.8583,-118.0648,79.05,15,1,4.0,clear sky
429,Tazovskiy,RU,67.4667,78.7,4.5,95,100,21.45,light snow
430,Ust-Kulom,RU,61.6864,53.6902,20.57,97,100,2.26,light snow
431,Maridi,SS,4.9158,29.4742,69.04,49,90,2.55,overcast clouds
432,Nyuzen,JP,36.9333,137.5,61.47,67,100,5.59,light rain
433,Srednekolymsk,RU,67.45,153.6833,-23.12,100,100,0.2,overcast clouds
434,Great Yarmouth,GB,52.6083,1.7305,46.65,60,47,22.5,scattered clouds
435,Salym,RU,60.0625,71.4789,20.57,94,100,9.75,snow
436,Ndele,CF,8.4109,20.6473,72.93,29,100,3.29,overcast clouds
437,Plettenberg Bay,ZA,-34.0527,23.3716,65.35,94,80,2.84,light rain
438,Kargasok,RU,59.0556,80.8572,14.76,93,99,11.16,overcast clouds
439,Saint-Joseph,RE,-21.3667,55.6167,75.56,73,10,1.16,clear sky
440,Bereda,ES,43.2686,-7.5406,48.0,100,98,6.08,overcast clouds
441,Kununurra,AU,-15.7667,128.7333,96.78,38,75,8.05,broken clouds
442,Svetlogorsk,BY,52.6333,29.7333,38.68,75,100,9.62,overcast clouds
443,Axim,GH,4.8699,-2.2405,79.02,88,38,6.08,scattered clouds
444,Palmer,US,42.1584,-72.3287,49.86,79,90,6.91,overcast clouds
445,Pierre,US,44.3683,-100.351,28.85,53,20,1.01,few clouds
446,Luderitz,NA,-26.6481,15.1594,58.62,83,25,9.08,scattered clouds
447,Wadi Maliz,TN,36.4681,8.5495,53.26,74,1,5.17,clear sky
448,Tuatapere,NZ,-46.1333,167.6833,51.67,92,100,4.32,overcast clouds
449,Santa Luzia,BR,-19.7697,-43.8514,68.9,88,75,5.75,broken clouds
450,Varzea Alegre,BR,-5.35,-40.3833,82.0,39,88,3.36,overcast clouds
451,Lompoc,US,34.6391,-120.4579,67.57,50,1,3.44,clear sky
452,Gejiu,CN,23.306,103.1635,48.67,88,100,3.83,overcast clouds
453,Novoilinsk,RU,51.6829,108.7143,7.12,74,100,1.48,overcast clouds
454,Yurla,RU,59.3259,54.3223,19.87,92,90,9.04,overcast clouds
455,Jalapa,MX,19.5333,-96.9167,60.57,94,94,1.03,overcast clouds
456,Manuk Mangkaw,PH,4.8,119.85,83.68,68,22,1.81,few clouds
457,Maceio,BR,-9.6658,-35.7353,78.24,83,20,3.44,few clouds
458,Kalemie,CD,-5.9475,29.1947,70.63,79,100,3.91,overcast clouds
459,Batagay-Alyta,RU,67.8006,130.4114,-10.55,99,99,1.23,overcast clouds
460,Stabat,ID,3.761,98.4513,79.0,80,97,2.1,overcast clouds
461,Khandyga,RU,62.6667,135.6,-25.19,96,40,1.32,scattered clouds
462,Ipora,BR,-16.4419,-51.1178,70.3,94,100,2.62,moderate rain
463,Yaan,NG,7.3833,8.5667,77.7,73,100,4.88,overcast clouds
464,Prainha,BR,-1.8,-53.48,73.78,96,100,3.13,overcast clouds
465,Mount Isa,AU,-20.7333,139.5,92.97,26,0,8.05,clear sky
466,Oksfjord,NO,70.2396,22.3479,23.92,83,35,11.43,scattered clouds
467,Vostok,RU,46.4856,135.8833,31.44,72,97,27.29,snow
468,Hailey,US,43.5196,-114.3153,30.06,80,1,5.75,clear sky
469,Sabang,ID,5.8933,95.3214,81.01,75,97,5.46,overcast clouds
470,Digri,PK,25.1558,69.1113,68.38,26,18,8.9,few clouds
471,Aswan,EG,24.0934,32.907,58.3,54,0,6.91,clear sky
472,Thunder Bay,CA,48.4001,-89.3168,22.55,71,90,14.97,light snow
473,Vestmannaeyjar,IS,63.4427,-20.2734,44.83,84,100,19.82,overcast clouds
474,Chimore,BO,-16.9833,-65.1333,80.91,58,100,3.11,overcast clouds
475,Caconda,AO,-13.7333,15.0667,61.5,92,100,2.51,overcast clouds
476,Balaipungut,ID,1.05,101.2833,79.09,82,77,2.98,broken clouds
477,Salta,AR,-24.7859,-65.4117,75.49,57,0,3.0,clear sky
478,Ponca City,US,36.707,-97.0856,50.11,59,1,0.0,clear sky
479,Comitancillo,GT,15.0833,-91.7167,57.51,97,65,3.98,broken clouds
480,Banda Aceh,ID,5.5577,95.3222,81.91,72,76,3.33,broken clouds
481,Berlevag,NO,70.8578,29.0864,24.13,91,100,2.46,snow
482,Coahuayana,MX,18.7333,-103.6833,83.68,85,0,3.27,clear sky
483,Pangai,TO,-19.8,-174.35,84.31,70,20,8.05,few clouds
484,Port Hardy,CA,50.6996,-127.4199,46.4,87,90,21.85,overcast clouds
485,Bogande,BF,12.9714,-0.1436,76.37,19,20,6.2,few clouds
486,Sinnamary,GF,5.3833,-52.95,78.57,86,7,8.08,clear sky
487,Waipawa,NZ,-41.4122,175.5153,63.3,63,63,9.19,broken clouds
488,Cusuna,HN,15.85,-85.2333,74.91,89,12,2.91,few clouds
489,Carballo,ES,43.213,-8.691,51.55,89,99,11.3,overcast clouds
490,Catuday,PH,16.2923,119.8062,82.62,72,4,5.64,clear sky
491,Karakol,KG,42.4907,78.3936,24.03,50,100,5.32,overcast clouds
492,Kuusamo,FI,65.9667,29.1833,8.64,92,0,5.75,clear sky
493,Kalambaka,GR,39.7044,21.6269,53.01,84,1,2.46,clear sky
494,George,ZA,-33.963,22.4617,63.95,94,90,8.05,moderate rain
495,Simpang,ID,-1.2667,104.0833,81.48,80,97,2.82,overcast clouds
496,Ardakan,IR,32.31,54.0175,52.18,46,85,0.92,overcast clouds
497,Kavaratti,IN,10.5669,72.642,80.56,74,5,4.79,clear sky
498,Garissa,KE,-0.4536,39.6401,76.39,80,18,9.91,few clouds
499,Togur,RU,58.3631,82.8265,15.44,93,91,9.71,overcast clouds
500,Evanston,US,42.0411,-87.6901,38.14,37,1,5.99,clear sky
501,Atambua,ID,-9.1061,124.8925,85.37,62,84,1.61,broken clouds
502,Cienfuegos,CU,22.1461,-80.4356,76.01,94,67,5.75,broken clouds
503,Saint-Augustin,CA,51.226,-58.6502,32.5,85,55,4.56,broken clouds
504,Nanuque,BR,-17.8392,-40.3539,66.04,92,100,9.08,overcast clouds
505,Lazaro Cardenas,MX,17.9583,-102.2,77.77,80,0,2.82,clear sky
506,Vylkove,UA,45.4021,29.586,47.95,91,1,9.13,clear sky
507,Kidal,ML,18.4411,1.4078,70.77,28,3,10.87,clear sky
508,Jequitinhonha,BR,-16.4339,-41.0033,69.64,97,100,3.04,overcast clouds
509,Zabid,YE,14.1951,43.3152,77.83,64,87,3.09,overcast clouds
510,Yoichi,JP,43.2039,140.7703,49.6,78,100,15.21,light rain
511,Cabo San Lucas,MX,22.8909,-109.9124,76.3,71,1,1.99,clear sky
512,Pandamatenga,BW,-18.5278,25.627,68.31,83,100,8.1,overcast clouds
513,Sakaraha,MG,-22.9,44.5333,64.78,90,25,2.68,scattered clouds
514,Road Town,VG,18.4167,-64.6167,78.89,75,30,12.64,scattered clouds
515,Bilma,NE,18.6853,12.9164,74.32,23,3,7.47,clear sky
516,Krutinka,RU,56.0055,71.5113,23.49,95,100,15.1,light snow
517,Akyab,MM,20.15,92.9,75.31,63,9,6.11,clear sky
518,Walvis Bay,NA,-22.9575,14.5053,60.1,94,0,5.75,clear sky
519,Saint-Paul,RE,-21.0096,55.2707,77.09,76,25,1.39,light rain
520,Pennadam,IN,11.4,79.2333,77.43,87,95,4.65,overcast clouds
521,Maniitsoq,GL,65.4167,-52.9,25.39,76,94,9.78,overcast clouds
522,Tura,IN,25.5198,90.2201,67.57,71,5,1.79,clear sky
523,Navalcarnero,ES,40.2891,-4.012,48.22,100,46,6.31,scattered clouds
524,Navalmoral De La Mata,ES,39.8916,-5.5406,52.95,87,58,2.8,broken clouds
525,Vitim,RU,59.4511,112.5578,-11.56,97,51,1.21,broken clouds
526,Palaikastron,GR,35.2,26.25,55.74,70,0,4.65,clear sky
527,Koslan,RU,63.4564,48.8989,20.12,97,100,2.04,light snow
528,Lasa,IT,46.6166,10.7002,43.68,84,97,2.3,overcast clouds
529,Agadez,NE,19.75,10.25,72.64,24,54,9.53,broken clouds
530,Ayabaca,PE,-4.6398,-79.7149,48.31,79,100,0.81,overcast clouds
531,Zhigansk,RU,66.7697,123.3711,-31.31,99,100,3.94,overcast clouds
532,Sompeta,IN,18.9333,84.6,79.11,82,32,2.15,scattered clouds
533,Andenes,NO,69.3143,16.1194,28.38,93,90,8.05,light snow
534,Gisborne,NZ,-38.6533,178.0042,63.95,82,100,15.19,overcast clouds
535,Seoul,KR,37.5683,126.9778,42.4,53,75,20.71,broken clouds
536,Tarko-Sale,RU,64.9225,77.785,17.06,89,100,19.15,overcast clouds
537,Fort-Shevchenko,KZ,44.5086,50.263,49.66,86,3,14.5,clear sky
538,Huarmey,PE,-10.0681,-78.1522,65.98,82,99,7.16,overcast clouds
539,Kieta,PG,-6.2167,155.6333,86.05,66,43,4.16,scattered clouds
540,Asau,RO,46.4333,26.4,41.76,66,94,4.68,overcast clouds
541,Pangkalanbuun,ID,-2.6833,111.6167,88.25,60,100,3.15,overcast clouds
542,Rozkishne,UA,48.5074,39.3004,44.55,77,93,17.43,overcast clouds
543,Yulara,AU,-25.2406,130.9889,85.84,21,100,12.66,overcast clouds
544,Waingapu,ID,-9.6567,120.2641,86.4,64,100,6.89,overcast clouds
545,Noyabrsk,RU,63.1994,75.4507,16.38,92,100,17.74,overcast clouds
546,Raychikhinsk,RU,49.7838,129.4121,18.0,95,100,13.56,light snow
547,Enugu,NG,6.4402,7.4943,74.98,90,100,4.41,overcast clouds
548,Mitchell,US,43.7094,-98.0298,22.98,50,1,3.44,clear sky
549,Bellavista,PE,-7.0561,-76.5911,72.68,99,98,0.56,overcast clouds
550,Kribi,CM,2.95,9.9167,78.03,87,81,4.14,broken clouds
551,Lumut,MY,4.2323,100.6298,82.76,78,20,3.44,few clouds
552,Lagos,NG,6.5833,3.75,80.92,93,7,1.59,clear sky
553,Sibolga,ID,1.7427,98.7792,77.22,88,100,2.24,overcast clouds
554,Kuloy,RU,61.0305,42.4925,25.03,88,100,8.72,overcast clouds
555,Turbat,PK,26.0023,63.044,66.63,19,1,9.24,clear sky
556,Bloemfontein,ZA,-29.1211,26.214,54.88,100,0,8.05,clear sky
557,Banjar,ID,-8.19,114.9675,85.91,71,91,3.56,overcast clouds
558,Awka,NG,6.2101,7.0741,79.21,92,100,3.22,overcast clouds
559,Papar,MY,5.7333,115.9333,87.8,67,16,2.57,few clouds
560,Yerkoy,TR,39.6381,34.4672,40.28,71,6,2.75,clear sky
561,Vrangel,RU,42.7297,133.0839,38.64,87,100,18.61,overcast clouds
562,Valparaiso,CL,-33.0393,-71.6273,55.04,94,90,5.75,overcast clouds
563,Iquique,CL,-20.2208,-70.1431,62.64,73,100,3.47,overcast clouds
564,Palu,ID,-0.8917,119.8707,87.62,67,100,1.23,overcast clouds
565,Betlitsa,RU,54.0095,33.9588,34.74,88,97,10.27,overcast clouds
566,Tumalim,PH,14.0801,120.7231,86.0,61,2,4.16,clear sky
567,Dalmatovo,RU,56.26,62.9362,25.7,83,100,16.17,overcast clouds
568,Toro,CO,4.6117,-76.0814,70.48,96,71,2.55,broken clouds
569,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,60,75,17.9,broken clouds
570,Russell,US,32.3502,-85.1999,61.83,83,1,4.61,clear sky
571,Devli,IN,25.75,75.3833,70.02,78,3,3.89,clear sky
572,Constitucion,CL,-35.3333,-72.4167,57.0,77,4,11.7,clear sky
573,San Rafael,AR,-34.6177,-68.3301,79.7,32,6,9.62,clear sky
574,Antipolo,PH,14.5864,121.1753,84.76,74,40,3.44,scattered clouds
575,Sawakin,SD,19.1059,37.3321,77.63,63,98,12.75,overcast clouds
576,Novoagansk,RU,61.9449,76.6625,17.11,90,100,13.13,overcast clouds
577,Babati,TZ,-4.2167,35.75,60.44,71,100,2.19,overcast clouds
578,Tuy Hoa,VN,13.0833,109.3,78.49,89,97,7.96,overcast clouds
579,Fengzhen,CN,40.4394,113.1536,12.49,45,0,9.55,clear sky
580,Storsteinnes,NO,69.2408,19.2344,26.6,94,100,4.23,light snow
581,Gursahaiganj,IN,27.1167,79.7167,63.52,40,0,6.64,clear sky
582,Nelson Bay,AU,-32.7167,152.15,71.96,84,100,3.0,light rain
583,Tarusa,RU,54.7233,37.1767,34.36,91,100,10.29,overcast clouds
584,Tual,ID,-5.6667,132.75,83.68,72,97,6.76,overcast clouds
585,La Palma,US,33.8464,-118.0467,79.07,15,1,3.0,clear sky
586,Hanna,CA,51.6334,-111.9018,32.02,81,78,1.99,broken clouds
587,Arvi,IN,20.9833,78.2333,75.49,80,17,3.02,few clouds
588,Karaton,ID,-6.3424,106.1045,84.36,68,77,5.61,broken clouds
589,Rosarito,MX,32.3333,-117.0333,76.17,29,73,9.08,broken clouds
590,Baran,IN,25.1,76.5167,69.39,76,4,3.24,clear sky
591,Puqi,CN,29.7167,113.8833,48.9,35,100,11.99,overcast clouds
592,Ruston,US,32.5232,-92.6379,66.02,88,90,0.0,overcast clouds
593,Opuwo,NA,-18.0607,13.84,65.64,29,13,4.21,few clouds
594,Abnub,EG,27.2696,31.1511,52.02,57,0,3.56,clear sky
595,Hakui,JP,36.8833,136.7833,61.68,92,100,5.44,moderate rain
596,Sanming,CN,26.2486,117.6186,56.28,89,100,3.85,overcast clouds
597,Montepuez,MZ,-13.1256,38.9997,68.86,93,57,3.38,broken clouds
598,Nishihara,JP,26.1842,127.7558,79.88,79,75,9.22,broken clouds
599,Raudeberg,NO,61.9875,5.1352,38.86,83,100,4.0,light rain
600,Evensk,RU,61.95,159.2333,9.57,68,1,13.85,clear sky
601,Zaysan,KZ,47.4667,84.8667,20.82,69,100,3.11,overcast clouds
602,Karasuk,RU,53.7377,78.0403,25.56,77,100,18.07,overcast clouds
603,Goderich,CA,43.7501,-81.7165,44.92,81,87,23.02,overcast clouds
604,Price,US,39.5994,-110.8107,40.12,51,1,9.22,clear sky
605,Kristianstad,SE,56.0313,14.1524,32.14,97,90,1.01,overcast clouds
606,Slave Lake,CA,55.2834,-114.769,38.25,83,100,12.88,overcast clouds
607,Zhangjiakou,CN,40.81,114.8794,17.35,39,2,17.52,clear sky
608,Nirgua,VE,10.1553,-68.5663,65.86,98,84,0.87,broken clouds
609,Talcahuano,CL,-36.7167,-73.1167,58.68,77,0,11.5,clear sky
610,Whitehorse,CA,60.7161,-135.0538,0.37,84,90,2.3,light snow
611,Makakilo City,US,21.3469,-158.0858,84.52,47,1,9.22,clear sky
612,Ferrol,ES,43.4832,-8.2369,52.36,83,95,17.63,overcast clouds
613,Sekoma,BW,-24.4,23.8833,66.07,82,62,17.67,broken clouds
614,Lithakia,GR,37.7167,20.8333,57.58,72,33,4.54,scattered clouds
615,Nuevitas,CU,21.5453,-77.2644,76.44,89,1,5.1,clear sky
616,Mariental,NA,-24.6333,17.9667,59.88,37,0,3.27,clear sky
617,Jalu,LY,29.0331,21.5482,60.87,58,4,6.53,clear sky
618,Campos,BR,-21.75,-41.3,64.72,79,100,4.68,overcast clouds
619,Pringsewu,ID,-5.3582,104.9744,85.24,65,92,2.33,light rain
620,Stephenville,US,32.2207,-98.2023,56.25,49,1,5.75,clear sky
621,Atar,MR,20.5169,-13.0499,79.97,40,100,8.01,overcast clouds
622,Deputatskiy,RU,69.3,139.9,-15.07,100,100,1.7,overcast clouds
623,Imbituba,BR,-28.24,-48.6703,69.69,88,7,10.92,clear sky
624,Poddorye,RU,57.4695,31.1156,27.66,79,39,9.24,scattered clouds
625,Bud,US,39.447,-86.1758,45.82,97,1,8.21,clear sky
626,Lucea,JM,18.451,-78.1736,80.46,79,76,6.69,broken clouds
627,Hope Mills,US,34.9704,-78.9453,58.37,78,1,3.44,clear sky
628,Contamana,PE,-7.3333,-75.0167,73.06,94,100,2.86,overcast clouds
629,Riviere-Au-Renard,CA,48.9957,-64.3971,35.6,76,13,2.98,few clouds
630,Almaznyy,RU,48.0448,40.045,41.14,86,88,16.82,overcast clouds
631,Upington,ZA,-28.4478,21.2561,62.98,51,0,6.91,clear sky
632,Harper,LR,4.375,-7.7169,78.48,85,60,6.6,light rain
633,Effium,NG,6.6292,8.0593,79.21,86,100,5.61,overcast clouds
634,Alpena,US,45.0617,-83.4327,32.18,94,90,11.01,light snow
635,Darnetal,FR,49.4453,1.1514,42.37,86,0,4.0,clear sky
636,Yueyang,CN,29.3333,113.0919,49.39,30,100,15.95,overcast clouds
637,Roald,NO,62.5833,6.1333,39.34,81,40,14.97,light rain
638,Chapais,CA,49.7834,-74.8492,31.78,95,100,15.32,snow
639,Kamaishi,JP,39.2667,141.8833,47.35,95,100,22.53,light rain
640,Ambilobe,MG,-13.2,49.05,71.82,86,6,3.47,clear sky
641,Alofi,NU,-19.0595,-169.9187,84.09,61,13,11.5,few clouds
642,Santiago Del Estero,AR,-27.7951,-64.2615,78.98,38,100,11.43,overcast clouds
643,Faya,SA,18.3851,42.4509,53.71,54,14,1.21,few clouds
644,Vanavara,RU,60.34,102.2797,3.18,96,98,5.35,overcast clouds
645,Hearst,CA,49.6835,-83.6665,17.85,92,100,15.99,light snow
646,Waspan,NI,14.7419,-83.9717,72.93,96,100,3.15,overcast clouds
647,Kurumkan,RU,54.3,110.3,-0.04,88,76,1.99,broken clouds
648,Shimanovsk,RU,52.0,127.7,12.6,60,100,11.86,overcast clouds
649,Aasiaat,GL,68.7098,-52.8699,17.98,80,100,8.95,overcast clouds
650,Macau,MO,22.2006,113.5461,68.07,82,40,24.16,scattered clouds
651,Mancio Lima,BR,-7.6142,-72.8958,72.81,99,100,2.53,overcast clouds
652,Rudnogorsk,RU,57.2639,103.7519,10.33,94,100,4.0,overcast clouds
653,Honningsvag,NO,70.9821,25.9704,28.45,66,100,17.65,light snow
654,Erzin,TR,36.9559,36.2,48.72,64,9,4.59,clear sky
655,Arman,RU,59.7,150.1667,12.11,76,100,9.33,overcast clouds
656,Desaguadero,PE,-16.5656,-69.0417,52.07,60,97,4.32,overcast clouds
657,Bedele,ET,8.456,36.353,51.82,80,99,1.79,overcast clouds
658,Atasu,KZ,48.6814,71.6433,32.63,97,100,25.64,light snow
659,Francavilla Al Mare,IT,42.4206,14.287,50.86,92,90,1.99,mist
660,Ketchikan,US,55.3422,-131.6461,45.07,93,90,4.61,light rain
661,Kupang,ID,-10.1667,123.5833,87.53,64,59,4.23,broken clouds
662,Hami,CN,42.8,93.45,26.19,48,1,1.79,clear sky
663,Loukhi,RU,66.0764,33.0381,20.98,69,4,11.72,clear sky
664,Doka,SD,13.5167,35.7667,71.31,21,6,11.5,clear sky
665,Lilongwe,MW,-13.9669,33.7873,72.52,53,99,4.9,overcast clouds
666,Saravan,AM,39.7196,45.6483,25.45,80,7,5.14,clear sky
667,Port-Gentil,GA,-0.7193,8.7815,79.66,86,100,7.2,light rain
668,Kiama,AU,-34.6833,150.8667,71.01,59,95,10.6,overcast clouds
669,Tamara,HN,14.15,-87.3333,65.95,82,20,11.5,few clouds
670,Moree,AU,-29.4667,149.85,75.22,57,75,12.66,broken clouds
671,Fonte Boa,BR,-2.4959,-66.2662,73.33,98,100,2.21,overcast clouds
672,Jiuquan,CN,39.7432,98.5174,29.32,35,0,1.34,clear sky
673,Amahai,ID,-3.3333,128.9167,82.4,79,98,3.89,overcast clouds
674,Borba,BR,-4.3878,-59.5939,74.43,97,93,1.72,light rain
675,Nenjiang,CN,49.1833,125.2167,12.9,89,100,16.11,overcast clouds
676,Teguise,ES,29.0605,-13.564,59.22,77,0,2.3,clear sky
677,Emerald,AU,-23.5333,148.1667,89.74,33,40,13.8,scattered clouds
678,Beringovskiy,RU,63.05,179.3167,1.27,98,98,13.6,overcast clouds
679,Pangnirtung,CA,66.1451,-65.7125,10.4,79,75,0.0,broken clouds
680,Iroquois Falls,CA,48.7669,-80.6831,32.14,99,100,6.89,snow
681,Juba,SS,4.8517,31.5825,74.39,57,35,2.39,light rain
682,Banepa,NP,27.6298,85.5214,55.72,82,75,2.3,broken clouds
683,Biak,ID,-0.9131,122.8766,84.33,67,46,0.27,scattered clouds
684,Mundra,IN,22.85,69.7333,77.32,50,100,9.98,overcast clouds
685,Farmington,US,36.7281,-108.2187,45.28,40,1,4.61,clear sky
